adhmt,2.321928095,5,0,0,0,0,0,0,1,0,0
tha9999,1.664497779,7,57.14285714,0,1,0,0,0,1,0,0
vmayman,2.235926351,7,0,0,1,0,0,0,0,0,1
50frames,3,8,25,0,0,0,0,0,1,0,0
oilskimmer,2.921928095,10,0,0,0,0,0,0,1,0,0
vietsovpetro,2.918295834,12,0,0,1,0,0,0,0,0,1
ttthongnhat,2.368522528,11,0,0,0,0,0,0,1,0,0
fbs28,2.321928095,5,40,0,1,0,0,0,1,0,0
tikixt,1.918295834,6,0,0,1,0,0,0,1,0,0
1vopm,2.321928095,5,20,0,1,0,0,0,1,0,0
tuannq,2.251629167,6,0,0,0,0,0,0,1,0,0
happytobet,2.921928095,10,0,0,1,0,0,1,0,0,0
ccwwsvs,1.950212065,7,0,0,1,0,0,0,1,0,0
120015,1.918295834,6,100,0,1,0,0,0,1,0,0
thienthanhbao,2.87314068,13,0,0,0,1,0,0,0,0,0
toyotahatinh5s,3.039148672,14,7.142857143,0,0,1,0,0,0,0,0
vinasilk,2.75,8,0,0,0,0,0,0,1,0,0
caodanghaiduong,3.056564762,15,0,0,0,0,0,0,0,0,1
riviu,1.921928095,5,0,0,0,0,0,0,1,0,0
hpjunior,3,8,0,0,0,0,0,0,1,0,0
seiger,2.251629167,6,0,0,1,0,0,0,0,0,1
mastervpbgold,3.700439718,13,0,0,1,0,0,0,1,0,0
s88app001,2.503258335,9,55.55555556,0,1,0,0,0,1,0,0
s555,0.811278124,4,75,0,1,0,0,0,1,0,0
topteen,2.235926351,7,0,0,0,0,0,0,1,0,0
coffeebatdongsan,3.375,16,0,0,0,0,0,0,0,0,1
vba,1.584962501,3,0,0,0,0,0,0,1,0,0
lananhdalathotel,2.827819531,16,0,0,0,0,0,0,1,0,0
1e5u3,2.321928095,5,60,0,1,0,0,0,1,0,0
4y54ejk,2.521640636,7,42.85714286,0,1,0,0,0,1,0,0
moneyeasily-hk,3.521640636,14,0,1,1,0,0,0,1,0,0
viettechauto,3.022055209,12,0,0,0,0,0,0,1,0,0
gub781,2.584962501,6,50,0,1,0,0,0,1,0,0
tikikc,1.918295834,6,0,0,1,0,0,0,1,0,0
tinhoctre,2.947702779,9,0,0,0,1,0,0,0,0,0
vnsh5721,3,8,50,0,1,0,0,0,1,0,0
checkfbviet,3.095795255,11,0,0,1,0,0,0,1,0,0
theptinhuy,2.921928095,10,0,0,0,1,0,0,0,0,0
thichanhmoney,3.180832987,13,0,0,1,0,0,0,1,0,0
7365286,2.521640636,7,100,0,1,0,0,0,1,0,0
visa482,2.807354922,7,42.85714286,0,1,0,0,0,1,0,0
holis,2.321928095,5,0,0,1,0,0,0,1,0,0
3529752,2.235926351,7,100,0,1,0,0,0,1,0,0
phukiennhadep,3.085055103,13,0,0,0,0,0,0,1,0,0
tinilucky,2.947702779,9,0,0,0,1,0,0,0,0,0
newworld188,3.095795255,11,27.27272727,0,1,0,0,0,1,0,0
wsx8,2,4,25,0,1,0,0,0,1,0,0
btlt,1.5,4,0,0,1,0,0,0,1,0,0
s88app006,2.503258335,9,55.55555556,0,1,0,0,0,1,0,0
locnuoctinphat,3.235926351,14,0,0,0,1,0,0,0,0,0
expressmoney,3.022055209,12,0,0,1,0,0,0,1,0,0
thientinh,2.281036113,9,0,0,0,1,0,0,0,0,0
hoiquanff,2.947702779,9,0,0,1,0,0,0,1,0,0
futurecoinlimited,3.4548224,17,0,0,1,0,0,0,0,0,1
ravor2,2.251629167,6,16.66666667,0,1,0,0,0,1,0,0
sjg-schwarzenfeld,3.852168724,17,0,1,1,0,0,0,1,0,0
vavietcombank,3.39274741,13,0,0,1,0,0,0,1,0,0
vipv99,1.918295834,6,33.33333333,0,1,0,0,0,1,0,0
noithatgadinco,3.093069208,14,0,0,0,0,0,0,1,0,0
dienmaysontinh,3.324862958,14,0,0,0,1,0,0,0,0,0
vinhomes24h,3.277613437,11,18.18181818,0,0,1,0,0,0,0,0
botvxmm,2.521640636,7,0,0,1,0,0,0,1,0,0
cọcốngthép,3.121928095,10,0,0,0,0,0,0,1,0,0
gamev99,2.521640636,7,28.57142857,0,1,0,0,1,0,0,0
oo99o,0.970950594,5,40,0,1,0,0,0,1,0,0
vieclambinhphuoc,3.625,16,0,0,0,0,0,0,1,0,0
batdongsancafe,3.324862958,14,0,0,0,0,0,0,0,0,1
vitinhquangtrung,3.202819531,16,0,0,0,1,0,0,0,0,0
onokaforex,2.846439345,10,0,0,1,0,0,0,0,0,1
standardchartered,3.013070929,17,0,0,0,0,0,0,1,0,0
miningabc,2.725480557,9,0,0,1,0,0,0,0,0,1
megasleep,2.641604168,9,0,0,0,0,0,0,1,0,0
badosa,2.251629167,6,0,0,0,0,0,0,1,0,0
g1m3508,2.807354922,7,71.42857143,0,1,0,0,0,1,0,0
7ballnew,2.75,8,12.5,0,1,0,0,0,1,0,0
phattai688,2.721928095,10,30,0,1,0,0,0,1,0,0
bancalongvuong,3.039148672,14,0,0,1,0,0,0,0,0,1
jungsaemmool,3.251629167,12,0,0,0,0,0,0,1,0,0
recbook,2.521640636,7,0,0,0,0,0,0,1,0,0
vam-group,3.169925001,9,0,1,0,0,0,0,1,0,0
dacnguyen,2.947702779,9,0,0,0,0,0,0,0,0,1
cltx365,2.807354922,7,42.85714286,0,1,0,0,0,1,0,0
cdythaiphong,3.418295834,12,0,0,0,0,0,0,0,0,1
shopee187,2.947702779,9,33.33333333,0,1,0,0,0,0,0,1
zucht-baldrich,3.521640636,14,0,1,1,0,0,0,0,0,1
baoyengreat,3.095795255,11,0,0,0,1,0,0,0,0,0
lfrcrypto,2.947702779,9,0,0,1,0,0,0,1,0,0
trunggiabao,3.095795255,11,0,0,0,1,0,0,0,0,0
noithatbaominh,2.950212065,14,0,0,0,1,0,0,0,0,0
sd9445,2.251629167,6,66.66666667,0,1,0,0,0,1,0,0
dfgfg4,1.918295834,6,16.66666667,0,1,0,0,0,1,0,0
sd8761,2.584962501,6,66.66666667,0,1,0,0,0,1,0,0
classics9,2.419381946,9,11.11111111,0,1,0,0,0,1,0,0
tinhbotnghenano,2.973557262,15,0,0,0,1,0,0,0,0,0
aventures5,3.121928095,10,10,0,1,0,0,0,1,0,0
hotlive46,3.169925001,9,22.22222222,0,1,0,0,0,1,0,0
lostmedicine,3.251629167,12,0,0,0,0,0,0,1,0,0
nhatngubaotin,3.026986833,13,0,0,0,1,0,0,0,0,0
maytinhhoangminh,3.030639062,16,0,0,0,1,0,0,0,0,0
baoquanhanghoaachau,2.865576855,19,0,0,0,1,0,0,0,0,0
bigmi,1.921928095,5,0,0,0,0,0,0,1,0,0
tinhhoatoancau,2.896291529,14,0,0,0,1,0,0,0,0,0
vietnamonline55,3.189898095,15,13.33333333,0,1,1,0,0,0,0,0
galaxyproonline,3.373557262,15,0,0,1,1,0,0,0,0,0
apt,1.584962501,3,0,0,0,0,0,0,1,0,0
tinhbothe,2.725480557,9,0,0,0,1,0,0,0,0,0
visafe,2.584962501,6,0,0,0,0,0,0,1,0,0
tronex,2.584962501,6,0,0,1,0,0,0,1,0,0
fnbvietnam,3.121928095,10,0,0,0,0,0,0,1,0,0
mbbanklst,2.947702779,9,0,0,1,0,0,0,1,0,0
vaytiensieutoc,3.378783493,14,0,0,1,0,0,0,0,0,1
toucai33n,2.947702779,9,22.22222222,0,1,0,0,0,1,0,0
m24live,2.807354922,7,28.57142857,0,1,0,0,0,1,0,0
vz684,2.321928095,5,60,0,1,0,0,0,1,0,0
thongtinnhadat,2.842370993,14,0,0,0,1,0,0,0,0,0
quatangvang24h,3.182005815,14,14.28571429,0,0,1,0,0,0,0,0
luxuryvip485,3.418295834,12,25,0,1,0,0,0,1,0,0
fidelity-eth,3.084962501,12,0,1,1,0,0,0,0,0,1
tinhnghenguyenchat,3.127986807,18,0,0,0,1,0,0,0,0,0
trangthietbibaoho,3.219528282,17,0,0,0,1,0,0,0,0,0
bikiponline,2.845350937,11,0,0,0,1,0,0,0,0,0
sukienlmht,3.321928095,10,0,0,1,0,0,0,1,0,0
daquy24h,3,8,25,0,0,1,0,0,0,0,0
edunetworks,3.277613437,11,0,0,1,0,0,0,0,0,1
sd8764,2.584962501,6,66.66666667,0,1,0,0,0,1,0,0
baovethongnhat,3.093069208,14,0,0,0,1,0,0,0,0,0
vn-cbs,2.584962501,6,0,1,1,0,0,0,1,0,0
grerena,2.235926351,7,0,0,1,0,0,0,1,0,0
caodangytebinhdinh,3.46132014,18,0,0,0,0,0,0,0,0,1
quangchau24h,3.084962501,12,16.66666667,0,0,1,0,0,0,0,0
hethong2022vn,3.026986833,13,30.76923077,0,1,0,0,0,1,0,0
bitcoin-revol-app,3.616874606,17,0,2,1,0,0,1,0,0,0
antoanthucphamlamdong,3.403989446,21,0,0,0,0,0,0,0,0,1
vaytieudung-vietinbank,3.572623664,22,0,1,1,1,0,0,0,0,0
kiemdinhhatinh,2.985228136,14,0,0,0,1,0,0,0,0,0
clmm05,2.251629167,6,33.33333333,0,1,0,0,0,0,0,1
24-7bank,3,8,37.5,1,1,0,0,0,1,0,0
qq8788,1.459147917,6,66.66666667,0,1,0,0,0,1,0,0
kk9657,2.251629167,6,66.66666667,0,1,0,0,0,1,0,0
th9937,2.251629167,6,66.66666667,0,1,0,0,0,1,0,0
vtvc,1.5,4,0,0,0,1,0,0,0,0,0
fishmap,2.807354922,7,0,0,0,0,0,0,1,0,0
amazon690,2.947702779,9,33.33333333,0,1,0,0,0,1,0,0
ff-reward-garena-com,3.40869497,20,0,3,1,0,0,0,1,0,0
tinhamaudio,3.095795255,11,0,0,0,1,0,0,0,0,0
shllddys,2.25,8,0,0,1,0,0,0,1,0,0
inbaoan,2.235926351,7,0,0,0,1,0,0,0,0,0
agmpc,2.321928095,5,0,0,0,0,0,0,1,0,0
hoc24,2.321928095,5,40,0,0,0,0,0,1,0,0
checkscam,2.641604168,9,0,0,1,0,0,0,1,0,0
thicongxaydungbaoloc,3.68418372,20,0,0,0,1,0,0,0,0,0
shopifyweb,3.321928095,10,0,0,1,0,0,0,1,0,0
globedr,2.807354922,7,0,0,0,0,0,0,1,0,0
n3555,1.370950594,5,80,0,1,0,0,0,1,0,0
ketnoi24h,3.169925001,9,22.22222222,0,0,1,0,0,0,0,0
vz99,1.5,4,50,0,1,0,0,0,1,0,0
thumuadothanhly24h,3.392147224,18,11.11111111,0,0,1,0,0,0,0,0
dimage,2.584962501,6,0,0,0,0,0,0,1,0,0
continental-truck-tyres,3.621175543,23,0,2,0,1,0,0,0,0,0
mkg253548,2.947702779,9,66.66666667,0,1,0,0,0,1,0,0
hotlive7,3,8,12.5,0,1,0,0,0,1,0,0
caodang-lilama1,3.240223929,15,6.666666667,1,0,0,0,0,0,0,1
cungmua,2.521640636,7,0,0,0,0,0,0,0,0,1
micropak,3,8,0,0,0,0,0,0,1,0,0
quamembergarena,3.006238929,15,0,0,1,0,0,0,1,0,0
thongtinthanhtoan,2.631292988,17,0,0,0,1,0,0,0,0,0
chungcurosetown,3.373557262,15,0,0,0,0,0,0,0,0,1
luattructuyen24h,3.405639062,16,12.5,0,0,1,0,0,0,0,0
trafbig,2.807354922,7,0,0,1,0,0,0,1,0,0
focusasiatravel,3.456564762,15,0,0,1,0,0,0,0,0,1
baovehoangson,3.026986833,13,0,0,0,1,0,0,0,0,0
vietanh,2.807354922,7,0,0,0,0,0,0,1,0,0
exness,1.918295834,6,0,0,1,0,0,0,1,0,0
goibacsi,2.75,8,0,0,0,0,0,0,1,0,0
clmm,1.5,4,0,0,1,0,0,0,0,0,1
tomn1k,2.584962501,6,16.66666667,0,1,0,0,0,0,0,1
binancevv,2.725480557,9,0,0,1,0,0,1,0,0,0
thelittlebookstore,3.086048612,18,0,0,0,0,0,0,0,0,1
video-ky,3,8,0,1,1,0,0,0,0,0,1
mobaviet,3,8,0,0,1,0,0,0,1,0,0
hotrovayonline,3.324862958,14,0,0,1,1,0,0,0,0,0
chienthangyule,3.378783493,14,0,0,1,0,0,0,0,0,1
bblive28,2.75,8,25,0,1,0,0,0,1,0,0
dailyxe-toyotamydinh,3.58418372,20,0,1,0,1,0,0,0,0,0
tinhtuydaingan,3.039148672,14,0,0,0,1,0,0,0,0,0
vntes,2.321928095,5,0,0,1,0,0,0,1,0,0
ticket,2.251629167,6,0,0,0,0,0,0,1,0,0
ivowu,2.321928095,5,0,0,1,0,0,0,1,0,0
a-ddict,2.521640636,7,0,1,0,0,0,0,1,0,0
dienmaybaominh,3.235926351,14,0,0,0,1,0,0,0,0,0
sukienquatang,3.238901257,13,0,0,1,0,0,0,0,0,1
baobacgiang,2.663532755,11,0,0,0,1,0,0,0,0,0
hoavanshz,2.725480557,9,0,0,0,0,0,0,1,0,0
1516shop,2.75,8,50,0,1,0,0,0,1,0,0
momox7,1.918295834,6,16.66666667,0,1,0,0,0,1,0,0
maytinhmy,2.725480557,9,0,0,0,1,0,0,0,0,0
shopsimdata4g,3.39274741,13,7.692307692,0,1,0,0,0,1,0,0
grn-memberships2021,3.721611724,19,21.05263158,1,1,0,0,0,1,0,0
bmw99,1.921928095,5,40,0,1,0,0,0,1,0,0
ae288,1.921928095,5,60,0,1,0,0,0,1,0,0
cltxmmo365,3.121928095,10,30,0,1,0,0,0,1,0,0
thosuamaybomnuoc24h,3.576617645,19,10.52631579,0,0,1,0,0,0,0,0
vebo868,2.521640636,7,42.85714286,0,1,0,0,0,1,0,0
luxucua,2.128085279,7,0,0,0,0,0,0,1,0,0
mxl163152,2.947702779,9,66.66666667,0,1,0,0,0,1,0,0
bnc,1.584962501,3,0,0,1,0,0,0,1,0,0
pplive66,2.5,8,25,0,1,0,0,0,1,0,0
chess,1.921928095,5,0,0,0,0,0,0,1,0,0
vn-indiespring-revue,3.30869497,20,0,2,1,0,0,0,0,0,1
vf181818,1.811278124,8,75,0,1,0,0,0,1,0,0
newwalmart,2.921928095,10,0,0,1,0,0,0,1,0,0
shinhanapp,2.521928095,10,0,0,1,0,0,0,1,0,0
vgcapsule,3.169925001,9,0,0,0,0,0,0,1,0,0
riotcoin,2.5,8,0,0,1,0,0,0,1,0,0
hotrovonnhanh24h,2.905639062,16,12.5,0,0,1,0,0,0,0,0
smartcredit,3.095795255,11,0,0,1,0,0,0,0,0,1
automechanika,3.334679141,13,0,0,0,0,0,0,0,0,1
quehuongtrongtoi,3.202819531,16,0,0,0,0,0,0,1,0,0
shopee3,2.521640636,7,14.28571429,0,1,0,0,0,0,0,1
hotro-taikhoan-garena-lqmb,3.719294526,26,0,3,1,0,0,0,1,0,0
duanglobalcity,3.521640636,14,0,0,0,0,0,0,0,0,1
tinknockervn,3.022055209,12,0,0,0,1,0,0,0,0,0
shopee92,2.75,8,25,0,1,0,0,0,0,0,1
luxuryvip138,3.418295834,12,25,0,1,0,0,0,1,0,0
noithatthienbao,2.923231429,15,0,0,0,1,0,0,0,0,0
aulachue,2.5,8,0,0,0,0,1,0,0,0,0
dichvuvaytien68,3.640223929,15,13.33333333,0,1,0,0,0,0,0,1
payvn-playtogether,3.614369446,18,0,1,1,0,0,0,1,0,0
truongtonducthang,3.175123135,17,0,0,1,0,0,0,0,0,1
visala8,2.521640636,7,14.28571429,0,1,0,0,0,1,0,0
sacombank,2.947702779,9,0,0,0,0,0,0,1,0,0
nguthonglieuphap,3.375,16,0,0,0,0,0,0,0,0,1
amcham,1.918295834,6,0,0,0,0,0,0,1,0,0
thuysanchienthang,3.292770194,17,0,0,0,0,0,0,0,0,1
sjfk55,2.251629167,6,33.33333333,0,1,0,0,0,1,0,0
w667788,1.950212065,7,85.71428571,0,1,0,0,0,1,0,0
smartinverter,3.026986833,13,0,0,0,1,0,0,0,0,0
hostingviet,3.095795255,11,0,0,0,1,0,0,0,0,0
trungtintaxlaw,3.182005815,14,0,0,0,1,0,0,0,0,0
bdshanoi24h,3.277613437,11,18.18181818,0,0,1,0,0,0,0,0
sukienpubgvng-global,3.68418372,20,0,1,1,0,0,0,0,0,1
thongtinduan24h,3.323231429,15,13.33333333,0,0,1,0,0,0,0,0
hugohome,2.5,8,0,0,0,0,0,0,1,0,0
ravo,2,4,0,0,1,0,0,0,1,0,0
battrang24h,3.095795255,11,18.18181818,0,0,1,0,0,0,0,0
b83ecbl,2.521640636,7,28.57142857,0,1,0,0,0,1,0,0
petpamper,2.419381946,9,0,0,0,0,0,0,0,0,1
meliland,2.75,8,0,0,0,0,0,0,1,0,0
ff-membershipz-garena,3.689703732,21,0,2,1,0,0,0,1,0,0
47se,2,4,50,0,1,0,0,0,0,0,1
vn011,1.921928095,5,60,0,1,0,0,0,1,0,0
baotridienmay,3.39274741,13,0,0,0,1,0,0,0,0,0
hi88vip8,2.155639062,8,37.5,0,1,0,0,0,1,0,0
vipmomo,2.235926351,7,0,0,1,0,0,0,1,0,0
123foody,2.75,8,37.5,0,1,0,0,0,0,0,1
ecelimited,2.646439345,10,0,0,1,0,0,0,0,0,1
thuytinhduralex,3.506890596,15,0,0,0,1,0,0,0,0,0
petrotimes,2.921928095,10,0,0,0,1,0,0,0,0,0
vaytientragop,3.39274741,13,0,0,1,0,0,0,1,0,0
baovekimlong,3.418295834,12,0,0,0,1,0,0,0,0,0
sd3755,2.251629167,6,66.66666667,0,1,0,0,0,1,0,0
viet-cap-ital,3.085055103,13,0,2,1,0,0,0,1,0,0
vietimbank,3.121928095,10,0,0,1,0,0,0,1,0,0
casinoonline,2.855388542,12,0,0,1,1,0,0,0,0,0
kenhtintucmoi24h,3.5,16,12.5,0,1,1,0,0,0,0,0
baoveviet,2.725480557,9,0,0,0,1,0,0,0,0,0
sd3715,2.584962501,6,66.66666667,0,1,0,0,0,1,0,0
quetthe-minhpos,3.506890596,15,0,1,1,0,0,0,0,0,1
sd4938,2.584962501,6,66.66666667,0,1,0,0,0,1,0,0
b-vip,2.321928095,5,0,1,1,0,0,0,1,0,0
hufa,2,4,0,0,0,0,0,0,1,0,0
truongson,2.725480557,9,0,0,0,0,0,0,1,0,0
baotramcoffee,3.085055103,13,0,0,0,1,0,0,0,0,0
xn--npth-5q5a1g,3.323231429,15,20,3,1,0,0,0,1,0,0
kuehne-nagel,3.022055209,12,0,1,0,0,0,0,0,0,1
vodoge,2.251629167,6,0,0,1,0,0,0,1,0,0
ttcgroup,2.75,8,0,0,1,0,0,0,1,0,0
xocdia123,3.169925001,9,33.33333333,0,1,0,0,1,0,0,0
maytinhquocbao,3.521640636,14,0,0,0,1,0,0,0,0,0
riobank,2.807354922,7,0,0,1,0,0,0,1,0,0
cokhiquangminh,3.378783493,14,0,0,0,0,0,0,0,0,1
kinggame,2.75,8,0,0,1,0,0,1,0,0,0
greatetokens,3.022055209,12,0,0,1,0,0,0,1,0,0
ecosys,2.251629167,6,0,0,0,0,0,0,1,0,0
vehicledriverecorders,3.077572638,21,0,0,1,0,0,0,1,0,0
yunbo333,2.405639062,8,37.5,0,1,0,0,0,1,0,0
vandoneza,2.725480557,9,0,0,0,0,0,0,0,0,1
vnstore,2.807354922,7,0,0,0,0,0,0,1,0,0
gentinggroup-five,3.4548224,17,0,1,1,1,0,0,0,0,0
lisboa39,3,8,25,0,1,0,0,0,1,0,0
vcbdiylhbauk,3.418295834,12,0,0,1,0,0,0,0,0,1
nhanluckhanhhoa,2.739572262,15,0,0,0,0,0,0,0,0,1
thesapphirehalong,3.4548224,17,0,0,0,0,0,0,0,0,1
murad,2.321928095,5,0,0,0,0,0,0,1,0,0
tanthanh,2,8,0,0,0,0,0,0,1,0,0
ngocrong,2.25,8,0,0,1,0,0,0,1,0,0
food-security,3.546593564,13,0,1,1,0,0,0,0,0,1
