url,length,entropy,percent_num,num_special,bao_chi,chinh_tri,co_bac,khieu_dam,tpmt,con_lai,label
tps com,3,1.585,0,0,0,0,0,0,0,1,0
lazada-1111 com,11,2.3,36.364,1,0,0,0,0,0,1,1
trungtambaohanhranggia com,22,3.227,0,0,1,0,0,0,0,0,0
espcda com,6,2.585,0,0,0,0,0,0,0,1,1
dailybus,8,3,0,0,1,0,0,0,0,0,0
thanhphuongtra,14,3.039,0,0,0,0,0,0,0,1,0
hoitramhuongtinhkhanhhoa,24,3.178,0,0,1,0,0,0,0,0,0
sabab2b com,7,1.842,14.286,0,0,0,0,0,0,1,1
kiemlamyenbai gov,13,3.085,0,0,0,0,0,0,0,1,0
useco,5,2.322,0,0,0,0,0,0,1,0,0
knorr-bremse,12,3.022,0,1,0,0,0,0,1,0,0
vjob com,4,2,0,0,0,0,0,0,0,1,0
fasccb com,6,2.252,0,0,0,0,0,0,0,1,1
ytequangbinh edu,12,3.418,0,0,0,0,0,0,1,0,0
14hotlive vip,9,3.17,22.222,0,0,0,0,0,0,1,1
thebankplus com,11,3.459,0,0,0,0,0,0,0,1,1
113vn net,5,1.922,60,0,0,0,0,0,0,1,1
datnenuytin,11,2.845,0,0,1,0,0,0,0,0,0
salescoach edu,10,2.722,0,0,0,0,0,0,1,0,0
iqair com,5,1.922,0,0,0,0,0,0,0,1,0
greenmart,9,2.725,0,0,0,0,0,0,0,1,0
ktktld edu,6,1.918,0,0,0,0,0,0,0,1,0
mmovietnam info,10,2.846,0,0,0,0,0,0,0,1,1
acc247 net,6,2.252,50,0,0,0,0,0,0,1,1
cltx ren,4,2,0,0,0,0,0,0,0,1,1
nguyenchithanh,14,3.128,0,0,0,0,0,0,1,0,0
newname asia,7,2.236,0,0,0,0,0,0,0,1,1
alu com,3,1.585,0,0,0,0,0,0,0,1,0
thtg,4,1.5,0,0,0,0,0,0,0,1,0
xsmb id,4,2,0,0,0,0,0,0,0,1,1
baoveco com,7,2.522,0,0,1,0,0,0,0,0,0
qut78r tokyo,6,2.585,33.333,0,0,0,0,0,0,1,1
honguyen name,8,2.75,0,0,0,0,0,0,1,0,0
intertek,8,2.5,0,0,0,0,0,0,0,1,0
benhvientamthankhanhhoa gov,23,3.149,0,0,0,0,0,0,0,1,0
ddminer online,7,2.522,0,0,0,0,0,0,1,0,1
lomerica com,8,3,0,0,0,0,0,0,0,1,1
bosch com,5,2.322,0,0,0,0,0,0,0,1,0
brgland,7,2.807,0,0,0,0,0,0,0,1,0
baobihoangnam,13,2.873,0,0,1,0,0,0,0,0,0
checkgdv1s info,10,3.122,10,0,0,0,0,0,0,1,1
chotot,6,1.918,0,0,0,0,0,0,1,0,0
baovietlongan com,13,3.239,0,0,1,0,0,0,0,0,0
bommangtds com,10,3.122,0,0,0,0,0,0,1,0,0
s88app001 com,9,2.503,55.556,0,0,0,0,0,0,1,1
genernnyse com,10,2.371,0,0,0,0,0,0,1,0,1
nuthwyy cn,7,2.522,0,0,0,0,0,0,0,1,1
ccchua cc,6,1.792,0,0,0,0,0,0,0,1,1
topindex pro,8,3,0,0,0,0,0,0,0,1,1
dav eduvi,3,1.585,0,0,0,0,0,0,0,1,0
baovinhlong com,11,3.096,0,0,1,0,0,0,0,0,0
shopee33388 cc,11,2.664,45.455,0,0,0,0,0,0,1,1
quangtrung edu,10,2.722,0,0,0,1,0,0,0,0,0
hcet edu,4,2,0,0,0,0,0,0,0,1,0
guestdiary,10,3.322,0,0,0,0,0,0,1,0,0
jmxgi top,5,2.322,0,0,0,0,0,0,0,1,1
mm-livestream com,13,3.181,0,1,0,0,0,0,0,1,1
mtp id,3,1.585,0,0,0,0,0,0,0,1,0
kubet gg,5,2.322,0,0,0,0,1,0,0,0,1
rikmomo me,7,2.236,0,0,0,0,0,0,0,1,1
classics2 com,9,2.419,11.111,0,0,0,0,0,0,1,1
dlu edu,3,1.585,0,0,0,0,0,0,0,1,0
nanghanmucthetindung247 com,23,3.584,13.043,0,1,0,0,0,0,0,1
qfav55 com,6,2.252,33.333,0,0,0,0,0,0,1,1
teeyervideo,11,2.732,0,0,0,0,0,0,1,0,0
sd8798 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
nhatky24h,9,2.948,22.222,0,1,0,0,0,0,0,0
camdo24h com,8,3,25,0,1,0,0,0,0,0,0
money-finance net,13,3.181,0,1,0,0,0,0,0,1,1
shopwe1102 com,10,3.122,40,0,0,0,0,0,0,1,1
trucchihue online,10,2.722,0,0,0,0,0,0,0,1,0
co edu,2,1,0,0,0,0,0,0,0,1,0
vcbdiabrnk com,10,3.122,0,0,0,0,0,0,1,0,1
member-garena net,13,2.873,0,1,0,0,0,0,0,1,1
88bet6677 com,9,2.503,66.667,0,0,0,1,0,0,0,1
tesatape com,8,2.25,0,0,0,0,0,0,1,0,0
shopeevxs top,9,2.725,0,0,0,0,0,0,1,0,1
baotram,7,2.522,0,0,1,0,0,0,0,0,0
dailynest,9,3.17,0,0,1,0,0,0,0,0,0
khuyenmailq com,11,3.459,0,0,0,0,0,0,0,1,1
vn24h com,5,2.322,40,0,1,0,0,0,0,0,0
shopeevip19 com,11,3.096,18.182,0,0,0,0,0,1,0,1
thuyloivietnam gov,14,3.522,0,0,0,0,0,0,0,1,0
bblive1 com,7,2.522,14.286,0,0,0,0,0,0,1,1
vnshop139 com,9,3.17,33.333,0,0,0,0,0,0,1,1
sv398 com,5,2.322,60,0,0,0,0,0,0,1,1
hometek com,7,2.522,0,0,0,0,0,0,0,1,0
baobibimson,11,2.664,0,0,1,0,0,0,0,0,0
567aa co,5,1.922,60,0,0,0,0,0,0,1,1
vn-me top,5,2.322,0,1,0,0,0,0,0,1,1
cdwood,6,1.918,0,0,0,0,0,0,0,1,0
ngheandost gov,10,3.122,0,0,0,0,0,0,0,1,0
bionic-code com,11,2.914,0,1,0,0,0,0,0,1,1
taichinhacs biz,11,2.732,0,0,0,0,0,0,0,1,1
momoski me,7,2.236,0,0,0,0,0,0,0,1,1
dailyxe com,7,2.807,0,0,1,0,0,0,0,0,0
lucky77 bet,7,2.522,28.571,0,0,0,0,0,0,1,1
thpthoangvanthu edu,15,3.006,0,0,0,0,0,0,1,0,1
hotlive57 net,9,3.17,22.222,0,0,0,0,0,0,1,1
clmm fun,4,1.5,0,0,0,0,0,0,1,0,1
gtvttw1 edu,7,2.128,14.286,0,0,0,0,0,0,1,0
liv,3,1.585,0,0,0,0,0,0,0,1,0
zingmp3 pro,7,2.807,14.286,0,0,0,0,0,0,1,1
walmartkunka shop,12,3.022,0,0,0,0,0,0,1,0,1
lichthidau24h com,13,3.181,15.385,0,1,0,0,0,0,0,1
sacmi,5,2.322,0,0,0,0,0,0,0,1,0
thepbaohau com,10,2.922,0,0,1,0,0,0,0,0,0
thongtinvaphattrien,19,3.261,0,0,1,0,0,0,0,0,0
tindung-vpb-online com,18,3.503,0,2,1,0,0,0,0,0,1
com-vg top,6,2.585,0,1,0,0,0,0,0,1,1
bblive48 com,8,2.75,25,0,0,0,0,0,0,1,1
giammoantoan,12,2.689,0,0,0,0,0,0,1,0,0
litconfund org,10,3.122,0,0,0,0,0,0,1,0,0
tomcangxanhphunonglt com,20,3.422,0,0,0,0,0,0,1,0,0
tdvvietnam,10,2.922,0,0,0,0,0,0,0,1,0
kjjhjkqaq com,9,2.197,0,0,0,0,0,0,0,1,1
monecrddit8888 com,14,3.093,28.571,0,0,0,0,0,0,1,1
henhotoinay vip,11,2.914,0,0,0,0,0,0,1,0,1
binhdinh gov,8,2.25,0,0,0,0,0,0,0,1,0
ttyttrangbom gov,12,2.918,0,0,0,0,0,0,1,0,0
bblive58 com,8,2.75,25,0,0,0,0,0,0,1,1
lse688 com,6,2.252,50,0,0,0,0,0,0,1,1
king86 fun,6,2.585,33.333,0,0,0,0,0,0,1,1
la99441 com,7,2.236,71.429,0,0,0,0,0,0,1,1
trickfn xyz,7,2.807,0,0,0,0,0,0,0,1,1
006901 com,6,1.792,100,0,0,0,0,0,0,1,1
mdoc,4,2,0,0,0,0,0,0,0,1,0
se69 fun,4,2,50,0,0,0,0,0,1,0,1
sd1671 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
chanle88 cf,8,2.75,25,0,0,0,0,0,0,1,1
kubet68 xyz,7,2.807,28.571,0,0,0,1,0,0,0,1
chanle196 win,9,3.17,33.333,0,0,0,0,0,1,0,1
sd1664 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
xosocattuong,12,3.022,0,0,0,0,0,0,1,0,1
creditcard com,10,2.722,0,0,0,0,0,0,1,0,1
kiengiangtec edu,12,2.918,0,0,0,0,0,0,1,0,0
hdvietnam com,9,3.17,0,0,0,0,0,0,0,1,0
hostelworldreserve com,18,3.128,0,0,0,0,0,0,1,0,1
dangcongsan org,11,2.664,0,0,0,1,0,0,0,0,0
cat88 vip,5,1.922,40,0,0,0,0,0,0,1,1
baobinamdinh com,12,2.918,0,0,1,0,0,0,0,0,0
dhshajw com,7,2.522,0,0,0,0,0,0,0,1,1
tgapzz lol,6,2.252,0,0,0,0,0,0,0,1,1
hoiyhoctaitao,13,2.719,0,0,0,0,0,0,0,1,0
crescentmall99 com,14,3.236,14.286,0,0,0,0,0,0,1,1
tivibachkhoa online,12,3.085,0,0,0,0,0,0,0,1,0
adminaccess us,11,2.914,0,0,0,0,0,0,1,0,1
sd1610 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
sd3753 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
sangiaodich24h,14,3.379,14.286,0,1,0,0,0,0,0,0
bego88 com,6,2.252,33.333,0,0,0,0,0,0,1,1
ttptqdtinhbacninh gov,17,3.102,0,0,1,0,0,0,0,0,0
tinnghiacoffee com,14,3.236,0,0,1,0,0,0,0,0,0
baovevn com,7,2.522,0,0,1,0,0,0,0,0,0
khoangsanbaothach com,17,3.102,0,0,1,0,0,0,0,0,0
sd8713 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
napgameonl com,10,2.922,0,0,0,0,1,0,0,0,1
opcpharma1 pro,10,2.922,10,0,0,0,0,0,0,1,1
vn017 us,5,2.322,60,0,0,0,0,0,0,1,1
baovehoaphat com,12,2.855,0,0,1,0,0,0,0,0,0
vn-mail shop,7,2.807,0,1,0,0,0,0,0,1,1
mmkhp77840 xyz,10,2.922,50,0,0,0,0,0,0,1,1
baobisangtao,12,2.855,0,0,1,0,0,0,0,0,0
clmm189 me,7,2.522,42.857,0,0,0,0,0,1,0,1
thosuamaybomnuoc24h com,19,3.577,10.526,0,1,0,0,0,0,0,0
sky668 org,6,2.252,50,0,0,0,0,0,0,1,1
567u live,4,2,75,0,0,0,0,0,0,1,1
guitargo com,8,2.75,0,0,0,0,0,0,0,1,0
shinhan0 com,8,2.5,12.5,0,0,0,0,0,0,1,1
hotrotaichinh247g com,17,3.455,17.647,0,0,0,0,0,0,1,1
nlcsvn edu,6,2.252,0,0,0,0,0,0,0,1,0
phiendichtiengtrung org,19,3.326,0,0,0,0,0,0,0,1,1
mylotte shop,7,2.522,0,0,0,0,0,0,0,1,1
partyprovider de,13,3.181,0,0,0,0,0,0,0,1,1
ctv-shopee com,10,3.122,0,1,0,0,0,0,1,0,1
tindunghanoi,12,3.022,0,0,1,0,0,0,0,0,1
manclub live,7,2.807,0,0,0,0,1,0,0,0,1
lienquanmobile shop,14,3.236,0,0,0,0,0,0,0,1,1
tronghoanggia,13,2.873,0,0,0,0,0,0,1,0,0
78966b com,6,2.252,83.333,0,0,0,0,0,0,1,1
huaf edu,4,2,0,0,0,0,0,0,0,1,0
tinhdoandaklak gov,14,3.039,0,0,1,0,0,0,0,0,0
trxfirst vip,8,2.5,0,0,0,0,0,0,0,1,1
mediapart,9,2.948,0,0,0,0,0,0,1,0,0
567b live,4,2,75,0,0,0,0,0,0,1,1
dsaawuqw top,8,2.5,0,0,0,0,0,0,0,1,1
baovequangdongkg com,16,3.328,0,0,1,0,0,0,0,0,0
jieanguoji com,10,2.922,0,0,0,0,0,0,1,0,1
aodaiyenhai,11,2.845,0,0,0,0,0,0,1,0,0
hoadonct gov,8,2.75,0,0,0,0,0,0,1,0,0
tinhpham,8,2.75,0,0,1,0,0,0,0,0,0
sd1627 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
lucky8888 icu,9,2.281,44.444,0,0,0,0,0,0,1,1
nv89w top,5,2.322,40,0,0,0,0,0,0,1,1
diendantenistinhbinhphuoc com,25,3.429,0,0,1,0,0,0,0,0,0
kiemhiep com,8,2.5,0,0,0,0,0,0,1,0,1
baovebecamex com,12,2.855,0,0,1,0,0,0,0,0,0
fnovideo xyz,8,2.75,0,0,0,0,0,0,1,0,1
congngheaz com,10,2.922,0,0,0,0,0,0,0,1,1
m519 in,4,2,75,0,0,0,0,0,0,1,1
athenacomplexphapvan com,20,3.384,0,0,0,0,0,0,1,0,0
bkfootball vip,10,2.722,0,0,0,0,0,0,1,0,1
vietnamfinest com,13,3.085,0,0,0,0,0,0,0,1,0
fhgnkom com,7,2.807,0,0,0,0,0,0,0,1,1
adtask vip,6,2.252,0,0,0,0,0,0,0,1,1
camerahanhtrinhoto,18,3.197,0,0,0,0,0,0,0,1,0
xedonglanh24h,13,3.393,15.385,0,1,0,0,0,0,0,0
kidtopi edu,7,2.522,0,0,0,0,0,0,0,1,0
sieuthidienmayxanh24h com,21,3.654,9.524,0,1,0,0,0,0,0,1
amsamon com,7,2.236,0,0,0,0,0,0,0,1,1
cktoms vip,6,2.585,0,0,0,0,0,0,1,0,1
smartinverter,13,3.027,0,0,1,0,0,0,0,0,0
vay-tpbank site,10,3.122,0,1,0,0,0,0,0,1,1
rdv111 com,6,1.792,50,0,0,0,0,0,0,1,1
vcsb,4,2,0,0,0,0,0,0,1,0,1
joybeautycenter com,15,3.323,0,0,0,0,0,0,0,1,0
maytinhquangmau,15,3.19,0,0,1,0,0,0,0,0,0
gmxchanges com,10,3.122,0,0,0,0,0,0,1,0,1
hethongtinbao com,13,3.085,0,0,1,0,0,0,0,0,1
vayshinhanbanks com,15,3.006,0,0,0,0,0,0,0,1,1
csgvyj com,6,2.585,0,0,0,0,0,0,0,1,1
fatuno,6,2.585,0,0,0,0,0,0,0,1,0
vkscapcaohcm gov,12,3.022,0,0,0,0,0,0,0,1,0
blum,4,2,0,0,0,0,0,0,0,1,0
tinhdauduocpham com,15,3.374,0,0,1,0,0,0,0,0,0
vnisa org,5,2.322,0,0,0,0,0,0,0,1,0
vietnamlo vip,9,3.17,0,0,0,0,0,0,0,1,1
rancher world,7,2.522,0,0,0,0,0,0,0,1,1
tecdia,6,2.585,0,0,0,0,0,0,1,0,0
dero1 trade,5,2.322,20,0,0,0,0,0,0,1,1
mm818 us,5,1.522,60,0,0,0,0,0,0,1,1
shopeexv top,8,2.75,0,0,0,0,0,0,1,0,1
mu90 com,4,2,50,0,0,0,0,0,0,1,1
hoinhavanvietnam,16,3.031,0,0,0,0,0,0,0,1,0
sửamạngtạinhàhànội,18,3.461,0,0,0,0,0,0,0,1,0
meibo888 com,8,2.406,37.5,0,0,0,0,0,0,1,1
blytin site,6,2.585,0,0,1,0,0,0,0,0,0
xacthuctangqua com,14,3.039,0,0,0,0,0,0,1,0,1
baoveanthaiduong com,16,3.453,0,0,1,0,0,0,0,0,0
hourtenwalk-2 life,13,3.7,7.692,1,0,0,0,0,0,1,1
haugiangtivi,12,2.855,0,0,0,0,0,0,1,0,0
tailoc app,6,2.585,0,0,0,0,0,0,0,1,1
lucdiahoanmy,12,3.418,0,0,0,0,0,0,1,0,1
vaytinchaptieudung info,18,3.614,0,0,1,0,0,0,0,0,1
ficarus app,7,2.807,0,0,0,0,0,0,0,1,1
xoso5678 com,8,2.75,50,0,0,0,0,0,0,1,1
coinprofitsexchange uk,19,3.722,0,0,0,0,0,1,0,0,1
6833127 com,7,2.522,100,0,0,0,0,0,0,1,1
sd9789 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
minhngochn com,10,2.646,0,0,0,0,0,0,1,0,1
sachvui com,7,2.807,0,0,0,0,0,0,1,0,0
vn67888 com,7,2.128,71.429,0,0,0,0,0,0,1,1
thotinh com,7,2.236,0,0,1,0,0,0,0,0,1
maytinhvanphong,15,3.323,0,0,1,0,0,0,0,0,0
tongdainganhangvietin online,21,3.065,0,0,1,0,0,0,0,0,1
vksbinhphuoc gov,12,3.418,0,0,0,0,0,0,0,1,0
glrkm com,5,2.322,0,0,0,0,0,0,0,1,1
vaytheocavet click,12,2.918,0,0,0,0,0,0,1,0,1
themetabiz io,10,2.922,0,0,0,0,0,0,0,1,1
ethvip1 live,7,2.807,14.286,0,0,0,0,0,0,1,1
nasdaqvn com,8,2.5,0,0,0,0,0,0,0,1,1
dfsfsdf com,7,1.557,0,0,0,0,0,0,0,1,1
smob,4,2,0,0,0,0,0,0,0,1,0
trangvitructuyen247 com,19,3.682,15.789,0,0,0,0,0,1,0,1
lazadaflashsale99 xyz,17,2.89,11.765,0,0,0,0,0,0,1,1
noithatvito,11,2.664,0,0,0,0,0,0,0,1,0
tk7388 com,6,2.252,66.667,0,0,0,0,0,0,1,1
lacdaomytuu,11,3.096,0,0,0,0,0,0,0,1,0
autozoom io,8,2.406,0,0,0,0,0,0,0,1,1
vmgmn com,5,1.922,0,0,0,0,0,0,0,1,1
shopfo4online com,13,3.181,7.692,0,1,0,0,0,0,0,1
tps,3,1.585,0,0,0,0,0,0,0,1,0
baovehathanh,12,2.792,0,0,1,0,0,0,0,0,0
nhacaitop com,9,2.948,0,0,0,0,1,0,0,0,1
viplike247 net,10,3.122,30,0,0,0,0,0,0,1,1
asttmoh com,7,2.522,0,0,0,0,0,0,0,1,0
sukienlienquanmobile2021 com,24,3.741,16.667,0,0,0,0,0,0,1,1
paltekks com,8,2.75,0,0,0,0,0,0,0,1,1
24ab live,4,2,50,0,0,0,0,0,0,1,1
vvz66 com,5,1.522,40,0,0,0,0,0,0,1,1
shopgamere com,10,3.122,0,0,0,0,1,0,0,0,1
dafints com,7,2.807,0,0,0,0,0,0,0,1,1
masca live,5,1.922,0,0,0,0,0,0,0,1,1
binhduong gov,9,2.948,0,0,0,0,0,0,1,0,0
xaydungnguyenquyen,18,2.975,0,0,0,0,0,0,1,0,0
sancavang club,9,2.419,0,0,0,0,0,0,1,0,1
mygtcup co,7,2.807,0,0,0,0,0,0,0,1,1
baovedongkhoi com,13,3.335,0,0,1,0,0,0,0,0,0
andpad,6,1.918,0,0,0,0,0,0,0,1,0
best-financeassist com,18,3.17,0,1,0,0,0,0,0,1,1
vitinhtinnghia,14,2.611,0,0,1,0,0,0,0,0,0
haitacshopgame com,14,3.325,0,0,0,0,1,0,0,0,1
sinshencredit click,13,3.085,0,0,0,0,0,0,1,0,1
clmm gs,4,1.5,0,0,0,0,0,0,1,0,1
10k vip,3,1.585,66.667,0,0,0,0,0,0,1,1
xosobet com,7,2.522,0,0,0,0,1,0,0,0,1
suativi24h com,10,3.122,20,0,1,0,0,0,0,0,0
caonhanh xyz,8,2.25,0,0,0,0,0,0,0,1,1
biblio,6,1.918,0,0,0,0,0,0,0,1,0
noithatkimbao,13,3.085,0,0,1,0,0,0,0,0,0
gqbar,5,2.322,0,0,0,0,0,0,0,1,0
infinitevip152 com,14,3.093,21.429,0,0,0,0,0,0,1,1
tongcuchaiquan,14,3.236,0,0,0,0,0,0,1,0,1
chanle3s me,8,3,12.5,0,0,0,0,0,1,0,1
tulipfood,9,2.948,0,0,0,0,0,0,1,0,0
dfastock com,8,3,0,0,0,0,0,0,0,1,1
membergarenaviet com,16,3.125,0,0,0,0,0,0,0,1,1
vlxx biz,4,1.5,0,0,0,0,0,0,1,0,1
awin000 com,7,2.128,42.857,0,0,0,0,0,0,1,1
cj id,2,1,0,0,0,0,0,0,0,1,0
javhd club,5,2.322,0,0,0,0,0,0,1,0,1
vn-vp top,5,1.922,0,1,0,0,0,0,0,1,1
playtogethernapthe com,18,3.308,0,0,0,0,0,0,0,1,1
tinhdauvirgo com,12,3.418,0,0,1,0,0,0,0,0,0
payme,5,2.322,0,0,0,0,0,0,0,1,1
gtvtmientrung edu,13,3.027,0,0,0,0,0,0,1,0,0
yenninh gov,7,2.128,0,0,0,0,0,0,0,1,0
oneclub,7,2.807,0,0,0,0,1,0,0,0,0
sieucuoi,8,2.5,0,0,0,0,0,0,1,0,1
mhmarkets com,9,2.948,0,0,0,0,0,0,0,1,1
thvl,4,2,0,0,0,0,0,0,1,0,0
twin1122 com,8,2.5,50,0,0,0,0,0,0,1,1
vaytiencucnhanh,15,3.19,0,0,0,0,0,0,1,0,0
binanex org,7,2.522,0,0,0,0,0,0,0,1,1
vaytienmttnhanh247 com,18,3.419,16.667,0,0,0,0,0,0,1,1
lazada6 net,7,2.128,14.286,0,0,0,0,0,0,1,1
sd3748 xyz,6,2.585,66.667,0,0,0,0,0,0,1,1
sieuthigiaiphap,15,2.974,0,0,0,0,0,0,1,0,0
aorynkt com,7,2.807,0,0,0,0,0,0,0,1,1
vaytienvinhlong com,15,3.323,0,0,0,0,0,0,1,0,1
tin247 com,6,2.585,50,0,1,0,0,0,0,0,0
laodong com,7,2.522,0,0,0,0,0,0,1,0,0
dulichtet,9,2.948,0,0,0,0,0,0,1,0,0
audibet com,7,2.807,0,0,0,0,1,0,0,0,1
thanhtratinhbackan gov,18,2.933,0,0,1,0,0,0,0,0,0
ueh edu,3,1.585,0,0,0,0,0,0,0,1,0
tritinquangngai com,15,2.873,0,0,1,0,0,0,0,0,0
ktdn edu,4,2,0,0,0,0,0,0,0,1,0
shopmall88 com,10,2.922,20,0,0,0,0,0,0,1,1
kuclub10 com,8,2.75,25,0,0,0,1,0,0,0,1
shopasmobile mobi,12,3.252,0,0,0,0,0,0,0,1,1
taivnn com,6,2.252,0,0,0,0,0,0,0,1,1
30-4corp com,8,3,37.5,1,0,0,0,0,0,1,0
myphambaobao,12,2.689,0,0,1,0,0,0,0,0,0
benthanhford,12,3.252,0,0,0,0,0,0,1,0,0
bitcacao2 net,9,2.725,11.111,0,0,0,0,0,1,0,1
vaytieudungbacninh com,18,3.572,0,0,0,0,0,0,1,0,1
vietthanh247 com,12,3.252,25,0,0,0,0,0,0,1,1
tongdaigiaohang online,15,2.873,0,0,0,0,0,0,1,0,0
waitgirlbroke-9 live,15,3.64,6.667,1,0,0,0,0,0,1,1
iml com,3,1.585,0,0,0,0,0,0,0,1,0
trungnghiep online,11,3.096,0,0,0,0,0,0,1,0,0
truongtinphathcm com,16,3.453,0,0,1,0,0,0,0,0,0
cea edu,3,1.585,0,0,0,0,0,0,0,1,0
vaynganhang top,11,2.413,0,0,0,0,0,0,1,0,1
ff id,2,0,0,0,0,0,0,0,0,1,0
pvsz cc,4,2,0,0,0,0,0,0,0,1,1
nanofast pw,8,2.5,0,0,0,0,0,0,0,1,1
vaac gov,4,1.5,0,0,0,0,0,0,0,1,0
viplovcng com,9,2.948,0,0,0,0,0,0,1,0,1
ckk96 com,5,1.922,40,0,0,0,0,0,0,1,1
nấmlinhchido,12,3.085,0,0,0,0,0,0,1,0,0
usth edu,4,2,0,0,0,0,0,0,0,1,0
pacnam gov,6,2.252,0,0,0,0,0,0,0,1,0
eurodns,7,2.807,0,0,0,0,0,0,1,0,0
lwqz801 com,7,2.807,42.857,0,0,0,0,0,0,1,1
muaban net,6,2.252,0,0,0,0,0,0,0,1,0
hopdongtinhyeu com,14,3.379,0,0,1,0,0,0,0,0,0
thuexedaitinh com,13,3.085,0,0,1,0,0,0,0,0,0
vnnic net,5,1.922,0,0,0,0,0,0,0,1,0
caodangthuytphcm edu,16,3.5,0,0,0,0,0,0,1,0,1
vaytien3 com,8,3,12.5,0,0,0,0,0,0,1,1
hrblock,7,2.807,0,0,0,0,0,0,0,1,0
thomaytaichinh com,14,3.039,0,0,0,0,0,0,1,0,1
chuyendongthitruong,19,3.471,0,0,0,0,0,0,1,0,0
digitalk,8,2.75,0,0,0,0,0,0,0,1,0
benhviendkkvtieucan gov,19,3.432,0,0,0,0,0,0,1,0,0
gtvn net,4,2,0,0,0,0,0,0,0,1,1
apphdbank live,9,2.725,0,0,0,0,0,0,0,1,1
mail-willmann de,13,2.719,0,1,0,0,0,0,0,1,1
viu88 com,5,1.922,40,0,0,0,0,0,0,1,1
ae88816 com,7,2.128,71.429,0,0,0,0,0,0,1,1
mmkhp35504 xyz,10,2.922,50,0,0,0,0,0,0,1,1
crackorg com,8,2.5,0,0,0,0,0,0,0,1,1
vn-kr xyz,5,2.322,0,1,0,0,0,0,0,1,1
le-cercle,9,2.197,0,1,0,0,0,0,0,1,0
xs68app com,7,2.522,28.571,0,0,0,0,0,0,1,1
ebay688 com,7,2.522,42.857,0,0,0,0,0,0,1,1
vnsh3486 com,8,3,50,0,0,0,0,0,0,1,1
vtvalue,7,2.522,0,0,1,0,0,0,0,0,0
xacminhtaikhoan-garena-vn xyz,25,3.619,0,2,0,0,0,0,1,0,1
songhung app,8,2.5,0,0,0,0,0,0,0,1,1
sd8780 xyz,6,2.252,66.667,0,0,0,0,0,0,1,1
ff-menber-garenar com,17,3.057,0,2,0,0,0,0,0,1,1
trambaohanhdaikin com,17,3.264,0,0,1,0,0,0,0,0,0
austin89 com,8,3,25,0,1,0,0,0,0,0,1
evalove,7,2.236,0,0,0,0,0,0,0,1,0
antares5 trade,8,2.75,12.5,0,0,0,0,0,0,1,1
sanbatdongsanhanoi info,18,3.059,0,0,0,0,0,0,1,0,1
dogecoinbus buzz,11,3.278,0,0,0,0,0,0,0,1,1
tuvanbaohiemdai-ichi com,20,3.584,0,1,1,0,0,0,0,0,0
taihack net,7,2.522,0,0,0,0,0,0,0,1,1
maytinhlongbien com,15,3.457,0,0,1,0,0,0,0,0,0
outsoks com,7,2.236,0,0,0,0,0,0,0,1,1
insuvietnam com,11,3.096,0,0,0,0,0,0,0,1,1
napfreefirex5-garena com,20,3.246,5,1,0,0,0,0,0,1,1
vanlien,7,2.522,0,0,0,0,0,0,1,0,0
viyo app,4,2,0,0,0,0,0,0,0,1,1
vat95126 com,8,3,62.5,0,0,0,0,0,0,1,1
tinkhan com,7,2.522,0,0,1,0,0,0,0,0,0
la33574 com,7,2.522,71.429,0,0,0,0,0,0,1,1
ymtcc com,5,1.922,0,0,0,0,0,0,0,1,1
fastordertaobao,15,3.006,0,0,1,0,0,0,0,0,0
eurodns com,7,2.807,0,0,0,0,0,0,1,0,0
parachainglobal com,15,3.24,0,0,0,0,0,0,0,1,1
garena-freefiremembership com,25,3.383,0,1,0,0,0,0,0,1,1
momo3s com,6,1.918,16.667,0,0,0,0,0,0,1,1
luatsubaove com,11,3.096,0,0,1,0,0,0,0,0,0
baovehoangson com,13,3.027,0,0,1,0,0,0,0,0,0
fxdolutions com,11,3.278,0,0,0,0,0,0,0,1,1
facebookhints site,13,3.547,0,0,0,0,0,0,0,1,1
seatravel edu,9,2.725,0,0,0,0,0,0,1,0,0
antoanthongtinhaiphong gov,22,2.885,0,0,1,0,0,0,0,0,0
tcktkhanhhoa edu,12,2.689,0,0,0,0,0,0,0,1,0
moneyeasily-tx top,14,3.522,0,1,0,0,0,0,0,1,1
nganhangshopeevn com,16,3,0,0,0,0,0,0,1,0,1
bostonmex com,9,2.948,0,0,0,0,0,0,0,1,1
nhadatangiang24h,16,2.953,12.5,0,1,0,0,0,0,0,0
vhttcs org,6,2.252,0,0,0,0,0,0,0,1,0
txclmm me,6,2.252,0,0,0,0,0,0,1,0,1
freefiremembershipq com,19,3.071,0,0,0,0,0,0,0,1,1
baohanhelectrolux info,17,3.499,0,0,1,0,0,0,0,0,0
cmctelecom,10,2.446,0,0,0,0,0,0,0,1,0
baothymart com,10,2.922,0,0,1,0,0,0,0,0,0
hongha edu,6,2.252,0,0,0,0,0,0,0,1,0
